"Company Name","Ticker Symbol","Animal Testing","Nuclear Weapons","Coal Power","Rainforest Destruction"
"Comline","COML",FALSE,FALSE,FALSE,TRUE
"Commercien","COMM",FALSE,FALSE,FALSE,FALSE
"Comnect","COMN",FALSE,FALSE,FALSE,TRUE
"Compencentric","COMP",FALSE,FALSE,TRUE,FALSE
"Comquer","COMQ",FALSE,FALSE,FALSE,TRUE
"Comsequential","COMS",FALSE,FALSE,FALSE,FALSE
"Comtent","COMT",FALSE,FALSE,FALSE,TRUE
"Comvene","COMV",TRUE,FALSE,TRUE,FALSE
"Conceive Now","CONC",FALSE,TRUE,FALSE,FALSE
"Condimantra","COND",FALSE,FALSE,FALSE,FALSE
"Confection Detection","CONF",FALSE,FALSE,TRUE,TRUE
"Conjurica","CONJ",FALSE,FALSE,FALSE,TRUE
"Connect Lockgistics","CONN",FALSE,FALSE,FALSE,FALSE
"Conquer Consortium","CONQ",FALSE,FALSE,TRUE,FALSE
"ConsignHere.com","CONS",FALSE,FALSE,TRUE,TRUE
"Contessa Casual","CONT",FALSE,FALSE,FALSE,TRUE
"Cool Motion","COOL",FALSE,FALSE,FALSE,FALSE
"Copytractors","COPY",FALSE,FALSE,FALSE,FALSE
"Cordon Coffee","CORD",FALSE,FALSE,FALSE,TRUE
"Core Collections Agency","CORE",FALSE,FALSE,FALSE,FALSE
"Corfu Coffee Distributors","CORF",FALSE,FALSE,TRUE,TRUE
"Coriander","CORI",FALSE,FALSE,FALSE,FALSE
"Cormoran","CORM",FALSE,FALSE,FALSE,TRUE
"Corncob and Lettucehead","CORN",FALSE,FALSE,FALSE,TRUE
"Corporana","CORP",FALSE,FALSE,FALSE,FALSE
"Corsica Coffee Distributors","CORS",FALSE,FALSE,TRUE,TRUE
"Cosmetex","COSM",FALSE,FALSE,FALSE,FALSE
"Costume Base","COST",TRUE,FALSE,FALSE,FALSE
"Cotatti Mondavi","COTA",FALSE,FALSE,TRUE,TRUE
"Count Conceptual","COUN",FALSE,FALSE,TRUE,FALSE
"Course Works","COUR",FALSE,FALSE,FALSE,TRUE
"Cows and Meows","COWS",FALSE,FALSE,FALSE,FALSE
"Cowtown","COWT",FALSE,FALSE,FALSE,TRUE
"coXOR","COXO",FALSE,FALSE,FALSE,TRUE
"Crack a Rack Chiropractic","CRAC",TRUE,FALSE,FALSE,TRUE
"CranialTech","CRAN",FALSE,FALSE,FALSE,FALSE
"Crassabout","CRAS",TRUE,FALSE,FALSE,FALSE
"Creative Strokes","CREA",FALSE,FALSE,FALSE,FALSE
"Credenza Engineering","CRED",FALSE,FALSE,FALSE,TRUE
"CreTech","CRET",FALSE,FALSE,FALSE,FALSE
"Cricket Ticket","CRIC",FALSE,FALSE,FALSE,TRUE
"Critical Pig","CRIT",FALSE,FALSE,FALSE,FALSE
"Crunch and Ready Chiropractics","CRUN",FALSE,FALSE,FALSE,FALSE
"Crustatia","CRUS",FALSE,FALSE,TRUE,TRUE
"C-Theory","CTHE",FALSE,FALSE,TRUE,TRUE
"Cthulhu Music","CTHU",TRUE,FALSE,FALSE,TRUE
"Cuban Coffee Distributors","CUBA",FALSE,FALSE,TRUE,FALSE
"Cubicide","CUBI",TRUE,FALSE,FALSE,TRUE
"Cuizine","CUIZ",FALSE,FALSE,FALSE,FALSE
"Cujo","CUJO",FALSE,FALSE,FALSE,TRUE
"Cult Branding","CULT",FALSE,FALSE,TRUE,FALSE
"CUPID – Collars for Unique Pet IDentification","CUPI",FALSE,FALSE,TRUE,FALSE
"Currency Net","CURR",FALSE,FALSE,TRUE,FALSE
"Custom Homecare","CUST",FALSE,FALSE,FALSE,FALSE
"Cutnip.com","CUTN",FALSE,FALSE,FALSE,FALSE
"Cut-Throat Jeans","CUTT",FALSE,FALSE,FALSE,TRUE
"CYBERFILM.COM","CYBE",FALSE,FALSE,TRUE,TRUE
"Cyclodrone","CYCL",TRUE,FALSE,FALSE,FALSE
"Cynosurance","CYNO",FALSE,FALSE,FALSE,TRUE
"Cytrak","CYTR",FALSE,FALSE,TRUE,FALSE
"D. E. Light","DELI",FALSE,FALSE,FALSE,TRUE
"Dada Data","DADA",TRUE,FALSE,FALSE,TRUE
"DADDYSTORE.COM","DADD",FALSE,FALSE,FALSE,FALSE
"Daido","DAID",FALSE,FALSE,FALSE,TRUE
"Daily Plan-it","DAIL",FALSE,FALSE,FALSE,FALSE
"Dairy Anne","DAIR",FALSE,TRUE,FALSE,FALSE
"Daisu","DAIS",FALSE,FALSE,FALSE,FALSE
"Damsels in the Dress","DAMS",FALSE,FALSE,TRUE,FALSE
"Dan, Dan, Dan…The Towing Man, Man, Man","DAND",FALSE,FALSE,TRUE,TRUE
"Dancacademy","DANC",FALSE,FALSE,FALSE,FALSE
"Danja","DANJ",FALSE,FALSE,FALSE,FALSE
"Dano Books","DANO",FALSE,FALSE,FALSE,TRUE
"DAPITS – Direct Access Public Interface Terminal Systems","DAPI",FALSE,FALSE,FALSE,FALSE
"Dare Care","DARE",FALSE,FALSE,FALSE,FALSE
"DartBoard","DART",FALSE,FALSE,FALSE,TRUE
"Data Basement","DATA",FALSE,FALSE,FALSE,FALSE
"Day Paws","DAYP",FALSE,FALSE,FALSE,TRUE
"Daycore","DAYC",FALSE,FALSE,FALSE,FALSE
"Days n Daze","DAYS",FALSE,FALSE,FALSE,FALSE
"DecodeIT","DECO",FALSE,FALSE,FALSE,FALSE
"Decratex","DECR",FALSE,FALSE,FALSE,TRUE
"Dedicadence","DEDI",FALSE,FALSE,TRUE,TRUE
"Deep Blue Scene","DEEP",FALSE,FALSE,FALSE,FALSE
"DefineIT","DEFI",FALSE,FALSE,FALSE,FALSE
"Delphide","DELP",FALSE,FALSE,FALSE,TRUE
"deLUX Travel Services","DELU",FALSE,FALSE,FALSE,FALSE
"Deminimum","DEMI",TRUE,FALSE,FALSE,FALSE
"Dental Warehouse","DENT",FALSE,FALSE,TRUE,FALSE
"DePort","DEPO",FALSE,FALSE,TRUE,TRUE
"Desert Drips","DESE",FALSE,FALSE,TRUE,FALSE
"Destination Destin","DEST",FALSE,FALSE,FALSE,FALSE
"Devil Music","DEVI",FALSE,FALSE,FALSE,TRUE
"Dexcore.com","DEXC",FALSE,FALSE,FALSE,TRUE
"Dia-Gnosis","DIAG",FALSE,FALSE,FALSE,FALSE
"DialUp","DIAL",FALSE,FALSE,FALSE,FALSE
"Diamond Sky","DIAM",FALSE,FALSE,FALSE,TRUE
"Dig It!","DIGI",TRUE,FALSE,FALSE,FALSE
"DigestIT","DIGE",FALSE,FALSE,FALSE,FALSE
"Dimension Real Estate","DIME",FALSE,FALSE,TRUE,FALSE
"Dino Diamonds","DINO",FALSE,FALSE,TRUE,TRUE
"Dipsea Marine Recycling","DIPS",FALSE,FALSE,FALSE,TRUE
"directAcheck","DIRE",FALSE,FALSE,TRUE,FALSE
"Dirt Flyers","DIRT",TRUE,FALSE,FALSE,TRUE
"Dis Place","DISP",FALSE,FALSE,FALSE,TRUE
"Disasternet","DISA",FALSE,FALSE,FALSE,FALSE
"Disco City","DISC",FALSE,FALSE,TRUE,FALSE
"DiskBay","DISK",FALSE,FALSE,TRUE,FALSE
"Distinctive Pet Decorations","DIST",FALSE,FALSE,FALSE,TRUE
"DME Fasten","DMEF",TRUE,FALSE,FALSE,TRUE
"DOCK- Distributed Online Controlled Kiosks","DOCK",FALSE,FALSE,FALSE,FALSE
"Doctor Coffee","DOCT",TRUE,FALSE,FALSE,TRUE
"Does the Woodchuck Chuck Productions","DOES",FALSE,FALSE,TRUE,FALSE
"Dog Country","DOGC",FALSE,FALSE,FALSE,FALSE
"Dog Eat ! Dog World","DOGE",FALSE,FALSE,TRUE,FALSE
"Dog Heaven","DOGH",FALSE,FALSE,FALSE,FALSE
"Dog Pawsture","DOGP",FALSE,FALSE,TRUE,TRUE
"Doggie Dreams","DOGG",TRUE,FALSE,FALSE,FALSE
"DogKandy","DOGK",FALSE,FALSE,FALSE,FALSE
"Dognosis","DOGN",FALSE,FALSE,FALSE,FALSE
"Dogs Do, Pet Groomin’","DOGS",FALSE,FALSE,FALSE,TRUE
"Dogtown","DOGT",FALSE,FALSE,FALSE,FALSE
"doIT","DOIT",TRUE,FALSE,FALSE,FALSE
"Dollar Llama","DOLL",FALSE,FALSE,FALSE,TRUE
"DomainScape","DOMA",FALSE,FALSE,FALSE,FALSE
"Donation Vault","DONA",FALSE,FALSE,FALSE,TRUE
"Donkey Logic","DONK",FALSE,FALSE,FALSE,FALSE
"Donut God","DONU",FALSE,FALSE,FALSE,TRUE
"Doorknobs and Drumsticks","DOOR",TRUE,FALSE,FALSE,FALSE
"Dot Circus","DOTC",FALSE,FALSE,FALSE,TRUE
"Dot Darcy","DOTD",FALSE,FALSE,TRUE,FALSE
"Dot Vision","DOTV",FALSE,FALSE,FALSE,FALSE
"DotGear.com","DOTG",FALSE,FALSE,FALSE,TRUE
"Double Jump","DOUB",FALSE,FALSE,FALSE,FALSE
"DoveSongs","DOVE",FALSE,FALSE,TRUE,TRUE
"Down and Ducky","DOWN",FALSE,FALSE,FALSE,FALSE
"Doze n Dream","DOZE",TRUE,FALSE,FALSE,FALSE
"DR Service – Disatster Recovery Service","DRSE",FALSE,FALSE,FALSE,FALSE
"DR. MIS – Direct Retail Marketing Information Systems","DRMI",TRUE,FALSE,TRUE,FALSE
"Dr. Moody","DRMO",FALSE,FALSE,TRUE,FALSE
"Dragbot","DRAG",FALSE,FALSE,FALSE,FALSE
"Drain Age","DRAI",FALSE,FALSE,TRUE,FALSE
"Dramatic Action","DRAM",FALSE,FALSE,FALSE,TRUE
"Dreadlocksmiths","DREA",FALSE,FALSE,TRUE,FALSE
"DRIP – Disaster Recovery Implementation Program","DRIP",FALSE,FALSE,FALSE,FALSE
"Drive Vibe","DRIV",FALSE,FALSE,FALSE,FALSE
"DroneBot.com","DRON",FALSE,FALSE,FALSE,TRUE
"Drug Design","DRUG",FALSE,FALSE,FALSE,FALSE
"Dry Humor Cleaners","DRYH",FALSE,FALSE,FALSE,FALSE
"Dry Ice Productions","DRYI",FALSE,FALSE,FALSE,FALSE
"DubTribe.com","DUBT",FALSE,FALSE,FALSE,FALSE
"Due West Productions","DUEW",FALSE,FALSE,FALSE,FALSE
"Duflex","DUFL",FALSE,FALSE,TRUE,TRUE
"Duoflex","DUOF",TRUE,FALSE,FALSE,FALSE
"DustBusters","DUST",TRUE,FALSE,TRUE,FALSE
"Dye IT","DYEI",FALSE,FALSE,TRUE,FALSE
"DyeKore","DYEK",FALSE,FALSE,FALSE,TRUE
"DyeNamo","DYEN",FALSE,FALSE,TRUE,TRUE
"DyeRite","DYER",FALSE,FALSE,FALSE,TRUE
"DyeTech","DYET",FALSE,FALSE,FALSE,FALSE
"Dymi","DYMI",FALSE,FALSE,FALSE,TRUE
"Dynamic Current","DYNA",FALSE,FALSE,FALSE,FALSE
"Dyno","DYNO",FALSE,FALSE,FALSE,TRUE
"E. Vixen","EVIX",FALSE,FALSE,FALSE,FALSE
"e59design","EDES",FALSE,FALSE,FALSE,FALSE
"EACH – Educating And Connecting Humankind","EACH",FALSE,TRUE,FALSE,FALSE
"EAPER.com","EAPE",FALSE,FALSE,FALSE,FALSE
"Earbang","EARB",FALSE,FALSE,TRUE,FALSE
"Earfest.com","EARF",FALSE,FALSE,FALSE,TRUE
"Eargo","EARG",FALSE,FALSE,TRUE,TRUE
"Earth Kit","EART",FALSE,FALSE,FALSE,FALSE
"Earwax","EARW",FALSE,FALSE,FALSE,FALSE
"Easy Rider Leathers","EASY",FALSE,FALSE,FALSE,FALSE
"EatMe Records","EATM",FALSE,FALSE,FALSE,TRUE
"eBaste","EBAS",FALSE,FALSE,TRUE,FALSE
"Ebay Anonymous","EBAY",TRUE,FALSE,FALSE,FALSE
"E-BEAT.COM","EBEA",FALSE,FALSE,FALSE,FALSE
"Ebidco","EBID",FALSE,FALSE,FALSE,TRUE
"EBIT Dada","EBIT",FALSE,FALSE,FALSE,FALSE
"eBlique.com","EBLI",FALSE,FALSE,FALSE,TRUE
"eBlur Adventure Interface","EBLU",FALSE,FALSE,TRUE,FALSE
"eBola","EBOL",FALSE,FALSE,FALSE,TRUE
"eBrother(s)","EBRO",TRUE,FALSE,FALSE,TRUE
"eButter","EBUT",FALSE,FALSE,TRUE,TRUE
"eCage","ECAG",FALSE,FALSE,FALSE,TRUE
"eCate.com","ECAT",FALSE,FALSE,FALSE,FALSE
"Echelon Branding","ECHE",FALSE,FALSE,FALSE,FALSE
"eCLIPs","ECLI",FALSE,FALSE,FALSE,FALSE
"eCOLI","ECOL",FALSE,FALSE,TRUE,TRUE
"eCOMMIES.COM","ECOM",FALSE,FALSE,TRUE,FALSE
"EconomicTheory.com","ECON",FALSE,FALSE,FALSE,FALSE
"eCOOLEYE","ECOO",FALSE,FALSE,FALSE,FALSE
"EcoSpeed","ECOS",FALSE,FALSE,FALSE,FALSE
"eCourt","ECOU",FALSE,FALSE,FALSE,TRUE
"Ecrater","ECRA",FALSE,FALSE,FALSE,TRUE
"Ecstasia","ECST",FALSE,FALSE,FALSE,FALSE
"Edecine","EDEC",FALSE,FALSE,TRUE,FALSE
"Edge, Inc.","EDGE",FALSE,FALSE,FALSE,FALSE
"Edible Garden","EDIB",FALSE,FALSE,FALSE,FALSE
"EdWeb","EDWE",FALSE,FALSE,FALSE,TRUE
"eekGeek","EEKG",FALSE,FALSE,TRUE,FALSE
"e-Formation","EFOR",FALSE,FALSE,FALSE,FALSE
"eGeek","EGEE",FALSE,FALSE,TRUE,FALSE
"eGravity.com","EGRA",FALSE,FALSE,FALSE,FALSE
"Egypto","EGYP",FALSE,FALSE,FALSE,FALSE
"Eightpoint Consulting","EIGH",FALSE,FALSE,FALSE,FALSE
"EitherXOR","EITH",TRUE,FALSE,FALSE,FALSE
"eKeg","EKEG",FALSE,FALSE,TRUE,TRUE
"eLand","ELAN",FALSE,FALSE,FALSE,TRUE
"eLava","ELAV",TRUE,FALSE,FALSE,TRUE
"Elder Support Network","ELDE",FALSE,FALSE,FALSE,TRUE
"Electonic","ELEC",FALSE,FALSE,FALSE,TRUE
"Elemantra","ELEM",FALSE,FALSE,FALSE,TRUE
"Elentrix","ELEN",FALSE,FALSE,FALSE,FALSE
"Elephant Walk","ELEP",FALSE,FALSE,FALSE,FALSE
"Eleventh Hour Events Planning","ELEV",TRUE,FALSE,FALSE,TRUE
"Elita","ELIT",FALSE,FALSE,TRUE,FALSE
"Elpro","ELPR",FALSE,FALSE,TRUE,FALSE
"eLyria","ELYR",FALSE,FALSE,FALSE,TRUE
"eMantis","EMAN",FALSE,FALSE,FALSE,FALSE
"eMarq.com","EMAR",FALSE,FALSE,FALSE,FALSE
"eMerge","EMER",FALSE,FALSE,FALSE,TRUE
"eMiracle","EMIR",FALSE,FALSE,FALSE,TRUE
"eMODE","EMOD",FALSE,FALSE,FALSE,FALSE
"Emoltra","EMOL",FALSE,FALSE,FALSE,FALSE
"eMotion Center","EMOT",FALSE,FALSE,FALSE,TRUE
"Emperor’s R Us","EMPE",TRUE,FALSE,FALSE,TRUE
"Empire’s R Us","EMPI",FALSE,FALSE,TRUE,FALSE
"Emtrac","EMTR",FALSE,FALSE,TRUE,FALSE
"eNail","ENAI",FALSE,FALSE,FALSE,FALSE
"Enaut","ENAU",FALSE,FALSE,FALSE,FALSE
"Enchanted Florist","ENCH",FALSE,FALSE,TRUE,TRUE
"enCycle","ENCY",FALSE,FALSE,TRUE,FALSE
"Endicil","ENDI",FALSE,FALSE,FALSE,FALSE
"EnerChi","ENER",FALSE,FALSE,FALSE,FALSE
"Engineered Living Spaces","ENGI",FALSE,FALSE,TRUE,FALSE
"ENGLI.com","ENGL",FALSE,FALSE,FALSE,TRUE
"Engraved Forever","ENGR",FALSE,FALSE,FALSE,TRUE
"Enigma on Rye","ENIG",FALSE,FALSE,FALSE,FALSE
"Enjola","ENJO",FALSE,FALSE,FALSE,FALSE
"Enomen","ENOM",FALSE,FALSE,FALSE,FALSE
"Enormo","ENOR",TRUE,FALSE,FALSE,FALSE
"Enquility","ENQU",FALSE,FALSE,TRUE,TRUE
"Enrondezvous","ENRO",FALSE,FALSE,FALSE,FALSE
"ENSPA.com","ENSP",FALSE,FALSE,TRUE,FALSE
"Entality","ENTA",FALSE,FALSE,FALSE,FALSE
"Enterpride","ENTE",FALSE,FALSE,FALSE,FALSE
"Enthaze","ENTH",FALSE,FALSE,FALSE,TRUE
"Entogrok","ENTO",FALSE,FALSE,FALSE,FALSE
"Entroflex","ENTR",FALSE,FALSE,FALSE,FALSE
"Envire","ENVI",FALSE,FALSE,FALSE,TRUE
"ePERVE.COM","EPER",FALSE,FALSE,FALSE,FALSE
"Epidermacology","EPID",FALSE,FALSE,FALSE,FALSE
"Eplode","EPLO",FALSE,FALSE,FALSE,TRUE
"EqualSize.com","EQUA",FALSE,FALSE,TRUE,TRUE
"Equicom","EQUI",FALSE,FALSE,TRUE,TRUE
"eRAD.COM","ERAD",FALSE,FALSE,FALSE,FALSE
"ERAST.com","ERAS",TRUE,FALSE,FALSE,FALSE
"Ergo Partners","ERGO",FALSE,FALSE,FALSE,TRUE
"eRodeo","EROD",FALSE,FALSE,FALSE,FALSE
"Ersum","ERSU",TRUE,FALSE,TRUE,FALSE
"Escenta","ESCE",FALSE,FALSE,TRUE,TRUE
"Eschoir","ESCH",FALSE,FALSE,FALSE,TRUE
"eSecure","ESEC",FALSE,FALSE,FALSE,FALSE
"eSeed","ESEE",TRUE,FALSE,FALSE,FALSE
"Esperanto Interactive","ESPE",FALSE,FALSE,FALSE,FALSE
"eSport","ESPO",FALSE,FALSE,FALSE,FALSE
"Essensia","ESSE",FALSE,FALSE,TRUE,TRUE
"ESSON.com","ESSO",FALSE,FALSE,FALSE,FALSE
"Estate Fair","ESTA",FALSE,FALSE,FALSE,TRUE
"eSTING.COM","ESTI",TRUE,FALSE,FALSE,FALSE
"Estranger.com","ESTR",FALSE,FALSE,FALSE,FALSE
"eSurity","ESUR",TRUE,FALSE,FALSE,FALSE
"eTarious","ETAR",FALSE,FALSE,FALSE,FALSE
"Eternis","ETER",FALSE,FALSE,FALSE,TRUE
"eTOWN.COM","ETOW",TRUE,FALSE,FALSE,FALSE
"eTract","ETRA",FALSE,FALSE,FALSE,TRUE
"eTriage","ETRI",FALSE,FALSE,FALSE,TRUE
"eTROVE","ETRO",FALSE,FALSE,FALSE,TRUE
"eTurn","ETUR",FALSE,FALSE,TRUE,TRUE
"Euron","EURO",FALSE,FALSE,FALSE,FALSE
"E-Vac","EVAC",TRUE,FALSE,FALSE,FALSE
"Evening Stars","EVEN",FALSE,FALSE,FALSE,FALSE
"Ever Rest","EVER",FALSE,FALSE,FALSE,FALSE
"Eve’s Eyelet","EVES",FALSE,FALSE,FALSE,TRUE
"EviDance","EVID",FALSE,FALSE,FALSE,FALSE
"Evirons.com","EVIR",TRUE,FALSE,FALSE,FALSE
"eWagering, Inc.","EWAG",FALSE,FALSE,TRUE,TRUE
"Ewaves","EWAV",FALSE,FALSE,TRUE,TRUE
"eWedge.com","EWED",FALSE,FALSE,TRUE,FALSE
"Eweville","EWEV",TRUE,FALSE,FALSE,TRUE
"Excelleprint","EXCE",FALSE,FALSE,TRUE,FALSE
"Exerta","EXER",FALSE,FALSE,TRUE,FALSE
"Exhibit A","EXHI",TRUE,FALSE,FALSE,FALSE
"Exiand","EXIA",TRUE,FALSE,FALSE,FALSE
"Exit Matter","EXIT",FALSE,FALSE,TRUE,TRUE
"Exo2000","EXO",FALSE,FALSE,TRUE,FALSE
"ExoArchitect.com","EXOA",FALSE,FALSE,FALSE,FALSE
"exoBike","EXOB",FALSE,FALSE,TRUE,TRUE
"ExoCapital","EXOC",FALSE,FALSE,FALSE,FALSE
"ExoDaily.com","EXOD",FALSE,FALSE,FALSE,FALSE
"ExoFeeling.com","EXOF",FALSE,FALSE,FALSE,FALSE
"ExoGallery","EXOG",FALSE,FALSE,FALSE,FALSE
"Exoherd.com","EXOH",FALSE,FALSE,TRUE,FALSE
"ExoInternet.com","EXOI",FALSE,FALSE,FALSE,FALSE
"ExoJob.com","EXOJ",FALSE,FALSE,FALSE,FALSE
"ExoKnow.com","EXOK",FALSE,FALSE,FALSE,FALSE
"ExoLanguage.com","EXOL",FALSE,FALSE,FALSE,TRUE
"ExoMadness","EXOM",FALSE,FALSE,FALSE,FALSE
"ExoName.com","EXON",FALSE,FALSE,FALSE,FALSE
"ExoPac","EXOP",FALSE,FALSE,FALSE,FALSE
"ExoRace","EXOR",FALSE,FALSE,TRUE,TRUE
"ExoSchool","EXOS",TRUE,FALSE,FALSE,FALSE
"Exotainment","EXOT",FALSE,FALSE,TRUE,TRUE
"ExoUrban.com","EXOU",TRUE,FALSE,FALSE,TRUE
"Exovent","EXOV",TRUE,FALSE,FALSE,FALSE
"ExoWaste.com","EXOW",FALSE,FALSE,FALSE,FALSE
"exoXOR","EXOX",FALSE,FALSE,FALSE,FALSE
"ExoZen.com","EXOZ",FALSE,FALSE,TRUE,FALSE
"Experience International","EXPE",FALSE,FALSE,TRUE,FALSE
"Exposa","EXPO",FALSE,FALSE,TRUE,TRUE
"Express Exhibits","EXPR",TRUE,FALSE,FALSE,FALSE
"Extensigen","EXTE",FALSE,FALSE,TRUE,FALSE
"Extragen","EXTR",FALSE,FALSE,TRUE,TRUE
"Exuberanch","EXUB",FALSE,FALSE,TRUE,FALSE
"Eye Handy","EYEH",FALSE,FALSE,FALSE,TRUE
"Eyeball Delivery","EYEB",FALSE,FALSE,FALSE,FALSE
"EyeLydia","EYEL",FALSE,FALSE,FALSE,FALSE
"Eyeris","EYER",FALSE,FALSE,FALSE,TRUE
"EyesClosed","EYES",TRUE,FALSE,FALSE,TRUE
"Eyewax","EYEW",FALSE,FALSE,FALSE,FALSE
"EZ Coffee Distributors","EZCO",FALSE,FALSE,FALSE,FALSE
"EZBUILD.COM","EZBU",FALSE,FALSE,TRUE,FALSE
"Ezent","EZEN",FALSE,FALSE,FALSE,TRUE
"F8.ORG","FORG",FALSE,FALSE,FALSE,FALSE
"FabriTech","FABR",FALSE,FALSE,FALSE,FALSE
"Face and Salvage","FACE",FALSE,FALSE,FALSE,FALSE
"Fall Tours","FALL",FALSE,FALSE,FALSE,TRUE
"Fancy Parts Pet Grooming","FANC",FALSE,FALSE,FALSE,FALSE
"Fanfare","FANF",FALSE,FALSE,FALSE,TRUE
"Fangold","FANG",FALSE,FALSE,FALSE,FALSE
"Fantasy Buyland","FANT",FALSE,FALSE,FALSE,FALSE
"Far Away Feast","FARA",FALSE,FALSE,TRUE,TRUE
"Far Horizons","FARH",FALSE,FALSE,FALSE,TRUE
"Farm Dot Cow","FARM",FALSE,FALSE,TRUE,FALSE
"Fashion Hound","FASH",FALSE,FALSE,FALSE,TRUE
"Fast and Furry Us","FAST",FALSE,FALSE,FALSE,FALSE
"Fat Cat Coaches","FATC",FALSE,FALSE,FALSE,TRUE
"FatJet","FATJ",FALSE,FALSE,FALSE,TRUE
"Faux Certain","FAUX",FALSE,FALSE,FALSE,FALSE
"Fear Cut","FEAR",FALSE,FALSE,FALSE,FALSE
"Feast West","FEAS",FALSE,FALSE,FALSE,TRUE
"Feather Lace","FEAT",TRUE,FALSE,FALSE,FALSE
"Federal Preserve","FEDE",FALSE,FALSE,FALSE,FALSE
"Feed the Goats","FEED",FALSE,FALSE,FALSE,FALSE
"Feng Shui Biosystems","FENG",FALSE,FALSE,FALSE,TRUE
"Fertile Eyes","FERT",FALSE,FALSE,FALSE,FALSE
"FeverBlister.com","FEVE",FALSE,FALSE,FALSE,FALSE
"FiberLax","FIBE",FALSE,FALSE,FALSE,FALSE
"Fibrodyne","FIBR",FALSE,FALSE,FALSE,FALSE
"Fido Farm","FIDO",FALSE,FALSE,FALSE,TRUE
"Figure Lean","FIGU",FALSE,FALSE,FALSE,FALSE
"File Ranger","FILE",FALSE,FALSE,FALSE,TRUE
"Film at Eleven","FILM",FALSE,FALSE,FALSE,TRUE
"Filodyne","FILO",FALSE,FALSE,TRUE,TRUE
"Final Farms","FINA",FALSE,FALSE,FALSE,FALSE
"FINDOLA.COM","FIND",FALSE,FALSE,FALSE,FALSE
"Fine Kettles","FINE",FALSE,FALSE,FALSE,TRUE
"Finishing Village","FINI",FALSE,FALSE,FALSE,FALSE
"Fire Cracker Chiropractor","FIRE",FALSE,FALSE,FALSE,FALSE
"First Book Accounting","FIRS",FALSE,FALSE,FALSE,TRUE
"FisCali","FISC",FALSE,FALSE,FALSE,TRUE
"Fishland","FISH",FALSE,FALSE,FALSE,FALSE
"Fitcore","FITC",TRUE,FALSE,FALSE,FALSE
"Five Bubbies","FIVE",FALSE,FALSE,FALSE,TRUE
"Fixtures Unlimited","FIXT",FALSE,FALSE,FALSE,FALSE
"FlashMix.com","FLAS",FALSE,FALSE,FALSE,TRUE
"FLEAM.COM","FLEA",FALSE,FALSE,FALSE,FALSE
"Fleetmix","FLEE",FALSE,FALSE,FALSE,FALSE
"Flexigen","FLEX",FALSE,FALSE,FALSE,FALSE
"FlickRap.com","FLIC",FALSE,FALSE,FALSE,TRUE
"Flip Out","FLIP",FALSE,FALSE,TRUE,FALSE
"Flo Pac","FLOP",FALSE,FALSE,FALSE,TRUE
"Flotonic","FLOT",FALSE,FALSE,TRUE,FALSE
"Fluff and Stuff Animal Groomers","FLUF",FALSE,FALSE,FALSE,TRUE
"Fluidform Academy","FLUI",FALSE,FALSE,FALSE,FALSE
"Flum","FLUM",FALSE,FALSE,FALSE,TRUE
"Flyboyz","FLYB",TRUE,FALSE,FALSE,FALSE
"FlyHigh Tutorial","FLYH",FALSE,FALSE,FALSE,FALSE
"Flying Carpetry","FLYI",TRUE,FALSE,FALSE,FALSE
"Fodder Finder Inc.","FODD",FALSE,FALSE,FALSE,FALSE
"Fog Blog","FOGB",FALSE,FALSE,TRUE,FALSE
"Folio Systems","FOLI",FALSE,FALSE,FALSE,TRUE
"Font Memories","FONT",FALSE,FALSE,FALSE,FALSE
"Food Chain Gang","FOOD",FALSE,FALSE,FALSE,FALSE
"Football Girl","FOOT",FALSE,FALSE,FALSE,FALSE
"For Sail","FORS",FALSE,FALSE,FALSE,TRUE
"Fork 3D","FORK",FALSE,FALSE,TRUE,FALSE
"Fortean","FORT",FALSE,FALSE,FALSE,FALSE
"Fossiel","FOSS",FALSE,FALSE,FALSE,TRUE
"Four Paws","FOUR",FALSE,FALSE,FALSE,FALSE
"Fractality","FRAC",FALSE,FALSE,FALSE,TRUE
"Fragrance Factory","FRAG",FALSE,FALSE,FALSE,FALSE
"Frais Gourmet","FRAI",FALSE,FALSE,FALSE,TRUE
"Franscene","FRAN",FALSE,FALSE,FALSE,TRUE
"Freakin","FREA",FALSE,FALSE,TRUE,FALSE
"Free Ranger","FREE",FALSE,FALSE,FALSE,TRUE
"French Poodle","FREN",FALSE,FALSE,FALSE,FALSE
"Frequents E","FREQ",FALSE,FALSE,FALSE,TRUE
"Fresh Vinyl","FRES",FALSE,FALSE,FALSE,FALSE
"Friendly Farm","FRIE",FALSE,FALSE,TRUE,FALSE
"Fringe Factory","FRIN",FALSE,FALSE,FALSE,TRUE
"FrogMail","FROG",FALSE,FALSE,FALSE,FALSE
"Frolix","FROL",FALSE,FALSE,TRUE,TRUE
"Frosnex","FROS",FALSE,FALSE,FALSE,FALSE
"FroZEN","FROZ",FALSE,FALSE,FALSE,FALSE
"Fuelton","FUEL",FALSE,FALSE,FALSE,TRUE
"Full Cwm","FULL",TRUE,FALSE,FALSE,FALSE
"Fun Form","FUNF",FALSE,FALSE,FALSE,TRUE
"FundingButt.com","FUND",FALSE,FALSE,FALSE,FALSE
"Funk Junk","FUNK",FALSE,FALSE,FALSE,FALSE
"FunPair.com","FUNP",FALSE,FALSE,FALSE,TRUE
